Hours_Studied,Attendance,Previous_Scores,Parental_Involvement,Learning_Disabilities,Access_to_Resources,Distance_from_Home,Tutoring_Sessions,Exam_Score
27,98,56,Low,No,High,Near,1,73
15,79,79,Low,No,Medium,Moderate,2,65
20,85,80,High,No,Low,Moderate,3,69
27,76,68,High,No,High,Moderate,1,71
16,60,87,Medium,No,Low,Near,0,60
15,78,57,Medium,No,High,Near,2,65
16,65,96,Low,No,High,Near,2,62
21,81,85,Medium,No,Medium,Moderate,1,68
13,89,59,High,No,High,Moderate,0,66
33,64,55,High,No,Medium,Moderate,1,68
21,91,66,Medium,No,Medium,Near,1,69
14,76,74,High,Yes,Medium,Far,0,63
2,84,54,Low,No,High,Near,3,62
23,78,50,Medium,Yes,Medium,Near,1,67
19,70,63,High,No,High,Far,1,64
30,81,76,Medium,No,High,Near,0,72
25,97,85,Low,No,High,Near,2,74
26,89,59,Medium,No,Medium,Near,1,70
20,81,54,Low,No,Medium,Moderate,0,63
28,96,98,Medium,Yes,Medium,Far,5,73
22,91,76,High,No,Medium,Moderate,2,71
23,84,61,Medium,No,High,Moderate,2,70
21,86,51,Low,No,Medium,Moderate,2,67
18,85,86,Medium,No,High,Near,1,68
10,75,90,Medium,No,High,Moderate,2,65
21,73,99,Medium,No,Medium,Near,2,69
14,66,63,Medium,No,Medium,Moderate,0,60
9,76,79,Medium,No,Medium,Near,1,63
21,89,99,Medium,No,Medium,Near,0,69
14,97,66,Medium,Yes,Medium,Near,2,67
12,98,59,Low,No,Medium,Near,1,67
17,85,66,High,Yes,Medium,Moderate,1,67
22,92,65,High,No,High,Moderate,0,71
20,93,78,High,No,Medium,Moderate,1,70
23,76,85,Medium,No,Low,Near,1,66
22,84,81,High,No,Medium,Moderate,1,69
15,68,70,High,No,Medium,Near,3,64
18,74,72,Medium,No,High,Moderate,1,65
16,84,53,Medium,No,High,Near,2,65
17,98,68,Medium,No,High,Moderate,1,70
13,77,83,Medium,No,High,Moderate,1,65
20,87,89,Medium,No,Medium,Moderate,2,68
18,91,95,Low,No,Medium,Near,2,70
16,92,86,Medium,Yes,Medium,Near,2,66
27,63,51,Medium,No,High,Moderate,0,64
10,98,80,Medium,No,High,Near,3,69
30,79,78,Medium,No,High,Moderate,3,72
21,87,82,Low,No,Low,Near,0,68
20,89,58,Medium,No,Medium,Far,1,67
15,67,80,High,No,Medium,Near,3,67
11,62,68,Medium,No,High,Moderate,2,61
15,98,70,Medium,No,Medium,Moderate,1,68
13,75,51,High,No,High,Near,3,65
21,65,100,Medium,No,Medium,Near,3,67
13,80,66,Low,No,High,Moderate,2,64
29,77,65,Medium,No,Medium,Near,1,68
28,69,61,High,Yes,Low,Near,2,65
32,69,64,High,No,High,Near,0,70
24,91,59,High,No,Low,Near,0,69
17,88,100,Medium,No,High,Near,1,71
22,76,71,Medium,No,Medium,Moderate,0,65
14,66,96,High,No,Low,Near,3,63
22,61,98,Medium,No,Low,Near,3,65
14,83,95,High,Yes,Medium,Near,1,65
28,64,78,Medium,No,Medium,Near,2,66
20,95,93,High,No,Low,Near,0,68
24,69,83,Low,No,High,Near,3,66
23,100,93,Low,No,Medium,Moderate,4,73
5,65,98,Medium,No,High,Far,1,59
31,85,53,High,No,Medium,Near,2,72
11,97,83,Medium,No,Medium,Far,4,68
20,97,67,Medium,No,High,Near,1,71
23,76,93,High,No,High,Moderate,0,68
28,91,69,Medium,No,High,Far,1,73
21,62,73,High,No,High,Near,2,66
23,67,71,Medium,No,Medium,Moderate,2,66
12,79,69,Low,No,Medium,Near,2,65
18,83,76,High,No,Low,Near,0,66
19,62,82,Medium,Yes,High,Moderate,0,62
22,92,95,High,No,Low,Near,0,70
24,91,76,High,No,High,Moderate,0,72
17,86,98,Medium,No,High,Moderate,2,71
30,77,83,Medium,No,Low,Near,1,69
20,65,97,Medium,No,Medium,Near,0,65
27,69,89,Medium,No,High,Moderate,2,69
26,69,83,Medium,No,Medium,Moderate,4,68
15,67,94,Medium,No,High,Far,1,65
13,78,88,Medium,No,High,Near,0,66
31,65,71,Medium,No,Low,Moderate,1,65
18,67,87,Low,No,High,Near,5,66
16,73,52,High,No,Medium,Near,2,66
22,98,73,Medium,Yes,Low,Near,1,68
12,94,61,Low,No,High,Near,3,69
11,62,82,Medium,No,High,Moderate,3,64
24,89,58,Low,No,Medium,Near,3,69
15,94,77,Low,No,Low,Near,1,68
17,81,78,Medium,No,High,Moderate,2,67
10,67,65,Medium,No,Medium,Near,1,61
21,73,99,Medium,No,Medium,Near,1,65
17,81,86,Medium,No,High,Near,1,68
17,96,77,Medium,No,Medium,Near,1,70
10,81,85,Medium,No,Low,Near,1,63
21,96,87,Medium,Yes,Medium,Near,0,70
16,67,89,Medium,No,High,Near,3,66
29,93,54,Low,No,Medium,Near,4,71
15,86,60,Low,No,High,Near,2,67
14,68,76,Medium,No,High,Near,2,65
33,66,77,Medium,No,Medium,Near,2,68
15,80,90,High,No,Medium,Near,4,69
15,80,80,High,No,Medium,Near,0,65
19,79,99,Low,No,Medium,Moderate,1,66
22,72,67,High,No,Medium,Near,2,67
11,62,76,High,Yes,Medium,Moderate,3,88
22,76,92,Medium,No,Medium,Near,1,68
16,91,71,Medium,No,Medium,Near,2,69
19,65,66,Medium,No,Medium,Moderate,0,62
20,81,60,Medium,Yes,Medium,Near,3,66
15,76,82,High,No,High,Moderate,4,69
15,65,53,Medium,No,Medium,Near,2,61
20,73,84,Medium,No,Medium,Moderate,0,66
20,66,83,Medium,Yes,High,Near,1,64
7,75,76,Medium,No,High,Moderate,0,63
27,87,77,Medium,No,Medium,Moderate,1,70
26,62,59,Medium,No,Medium,Moderate,1,63
17,67,59,Medium,No,Medium,Near,0,61
14,63,64,Medium,No,Medium,Moderate,1,61
8,72,93,High,No,High,Near,4,68
29,80,91,Low,No,Medium,Moderate,1,70
20,84,62,Medium,No,Medium,Moderate,1,67
13,79,53,High,No,Medium,Moderate,1,63
2,98,80,Low,No,High,Near,2,66
19,94,62,Low,Yes,Medium,Moderate,0,65
25,73,82,High,Yes,Medium,Near,1,66
30,84,66,High,No,Low,Near,0,70
27,65,51,Medium,No,Medium,Moderate,2,66
21,71,86,Medium,No,Low,Near,2,66
29,76,59,Medium,No,High,Near,4,71
16,78,78,Medium,No,Medium,Near,5,68
26,82,94,Low,No,Medium,Near,0,67
28,69,88,High,No,High,Moderate,2,68
20,86,94,Low,No,Low,Far,2,64
10,92,51,Low,No,High,Near,1,65
14,80,81,High,No,Medium,Far,1,67
18,63,94,High,Yes,Low,Near,2,63
26,68,70,High,No,Low,Near,1,67
23,64,59,Medium,No,Low,Moderate,3,64
9,69,82,High,No,Medium,Near,1,65
22,62,54,High,No,Medium,Near,3,65
13,69,70,Medium,No,Low,Moderate,1,61
24,95,92,High,No,Medium,Far,2,72
19,83,56,Medium,No,High,Far,1,67
29,83,99,High,No,High,Near,0,73
19,82,94,Medium,No,Medium,Near,1,68
27,87,78,Medium,No,Medium,Near,3,71
13,76,97,Low,No,Medium,Moderate,4,65
25,88,52,High,No,Medium,Near,1,70
16,79,67,Medium,No,Medium,Near,2,65
23,85,66,Medium,No,High,Near,0,68
24,78,53,High,Yes,Low,Near,0,66
33,92,67,High,No,High,Near,6,78
28,65,59,Medium,No,Medium,Near,2,67
11,68,85,Medium,No,High,Near,2,63
19,82,74,Low,No,Low,Moderate,1,64
28,69,66,Medium,No,Medium,Far,0,66
14,94,76,Low,No,Medium,Near,0,64
24,89,60,Low,No,High,Near,1,68
29,77,91,Medium,No,Low,Near,2,70
24,80,89,Medium,No,Medium,Near,1,69
10,97,66,Medium,No,Medium,Near,2,67
30,85,83,Low,No,Medium,Near,2,71
17,64,63,High,No,Low,Moderate,0,62
22,65,74,Low,No,Medium,Near,2,65
16,62,79,Medium,No,Medium,Near,2,63
23,65,81,Low,No,Medium,Near,2,63
14,77,75,Low,Yes,High,Near,1,89
8,77,87,High,No,Medium,Moderate,0,63
19,69,94,Medium,No,Medium,Moderate,1,65
35,86,59,Low,No,Medium,Moderate,2,70
18,68,89,High,No,Low,Far,0,63
25,76,89,Medium,No,High,Near,3,70
21,90,55,Medium,No,Low,Near,2,68
27,60,53,High,No,High,Moderate,3,65
19,62,82,High,Yes,Medium,Near,0,62
19,68,98,Medium,No,Medium,Moderate,2,64
20,83,100,Low,No,Medium,Near,4,68
11,90,72,Medium,No,Medium,Near,3,67
20,66,72,High,No,Low,Near,1,64
20,66,91,Medium,No,High,Far,0,65
22,89,78,Low,No,Medium,Near,4,70
17,82,61,High,No,High,Near,3,69
22,98,79,Medium,No,High,Moderate,2,72
23,77,69,Medium,No,High,Moderate,1,67
21,74,94,High,No,Medium,Near,1,97
20,71,88,Medium,No,Medium,Near,1,65
27,90,86,Medium,No,High,Moderate,2,74
19,93,83,Low,No,Medium,Near,1,69
16,61,81,High,No,Medium,Near,2,63
19,67,55,Medium,No,Low,Near,0,62
25,63,54,Low,No,Medium,Near,3,64
27,62,63,Medium,No,High,Near,4,67
21,75,91,Low,No,Medium,Near,2,66
17,79,75,Medium,No,Low,Near,1,65
25,86,59,Medium,No,Low,Near,3,69
31,62,91,Medium,No,Medium,Moderate,4,71
26,82,60,Low,No,High,Near,3,68
20,74,60,Medium,No,High,Moderate,1,64
19,82,69,High,No,Medium,Moderate,2,68
18,84,71,Medium,No,High,Near,4,69
26,80,91,Medium,No,Medium,Far,1,67
23,64,59,Medium,No,Medium,Moderate,3,65
4,84,70,Medium,No,Medium,Near,5,65
20,72,90,Medium,No,Medium,Moderate,1,65
26,63,76,Medium,Yes,Medium,Near,3,66
20,75,82,Medium,No,Medium,Moderate,0,66
26,93,94,High,No,Low,Near,6,74
18,95,96,Medium,No,High,Near,3,73
22,78,63,Medium,No,Low,Near,2,67
29,90,95,Low,Yes,Medium,Near,0,71
23,100,69,High,No,Low,Near,0,72
20,89,84,Medium,No,High,Moderate,1,70
17,68,71,Medium,No,High,Near,1,65
17,66,83,Medium,No,Medium,Moderate,4,65
12,66,83,Low,No,High,Near,1,61
14,96,66,Medium,No,High,Near,3,70
22,64,60,Low,No,Medium,Near,1,63
20,62,79,Low,No,Medium,Near,2,62
31,62,51,Medium,No,Medium,Far,2,65
16,93,65,Low,No,High,Near,0,66
15,83,89,Medium,Yes,High,Near,1,65
19,93,65,Medium,No,High,Near,0,69
11,81,63,Low,No,High,Near,3,66
34,72,88,Medium,No,High,Near,1,73
24,88,94,Medium,No,Medium,Moderate,0,69
19,93,95,Medium,No,High,Near,3,71
17,62,78,Medium,No,Medium,Near,0,62
17,60,66,Medium,No,Low,Far,0,58
14,89,73,High,No,High,Near,2,70
16,65,68,Medium,No,Low,Moderate,1,61
25,65,89,Low,No,Medium,Near,2,66
10,62,87,Medium,No,Medium,Near,2,61
16,89,74,Medium,No,Medium,Far,1,65
26,98,68,Medium,No,Medium,Near,4,73
7,96,91,Medium,No,High,Near,0,67
24,69,69,Medium,No,Low,Near,0,65
27,88,55,Low,No,Medium,Far,2,67
8,80,85,Low,No,Medium,Near,1,63
19,100,66,Medium,No,Low,Moderate,0,68
16,76,90,Medium,No,Medium,Moderate,0,65
22,63,83,Low,No,Low,Near,3,63
20,89,95,Low,No,Medium,Near,3,69
13,93,75,Medium,No,High,Near,1,69
16,61,85,Medium,No,High,Near,2,64
18,90,69,Medium,No,High,Moderate,1,71
28,66,73,High,No,Medium,Near,2,68
25,94,53,Medium,No,Low,Near,1,69
19,61,67,High,No,Low,Near,1,63
24,94,80,High,No,Low,Near,1,70
17,67,71,High,No,Low,Near,1,63
17,87,61,Medium,Yes,Medium,Near,4,67
18,90,65,Medium,No,Medium,Near,4,69
9,65,67,Medium,No,High,Near,1,62
15,96,54,Medium,No,Low,Near,0,65
23,90,62,High,No,Medium,Moderate,3,71
4,76,90,Medium,No,Medium,Moderate,2,63
12,92,71,Low,No,Medium,Near,0,64
27,90,92,High,No,High,Near,0,72
22,77,71,Medium,No,High,Far,3,67
17,95,85,Medium,No,Low,Moderate,1,66
12,68,52,High,No,Low,Near,5,63
13,77,55,Medium,No,Medium,Moderate,2,63
27,91,75,Medium,No,Medium,Near,2,71
19,81,96,Medium,No,Low,Near,1,67
19,88,95,High,No,Medium,Moderate,2,69
16,79,95,High,No,Low,Near,0,68
30,63,76,Medium,No,Medium,Moderate,1,67
11,84,85,Medium,No,Medium,Moderate,3,67
17,76,94,High,No,Medium,Moderate,3,68
26,84,76,Medium,No,Medium,Moderate,5,71
18,88,72,Medium,No,Medium,Moderate,2,70
21,66,70,Medium,No,Medium,Near,1,65
21,93,82,Low,No,Medium,Near,2,70
22,60,89,High,No,Medium,Moderate,2,66
21,73,99,High,No,Medium,Moderate,1,69
11,78,51,Medium,No,High,Near,2,64
26,64,91,Medium,No,High,Moderate,1,66
22,100,64,Medium,No,Medium,Near,2,72
13,80,88,Medium,No,High,Near,1,68
18,84,68,Medium,No,Low,Near,0,66
20,82,69,Medium,No,High,Near,1,69
20,84,79,High,No,Medium,Moderate,3,69
15,84,92,Medium,No,Medium,Moderate,2,66
10,71,86,Medium,Yes,High,Near,1,62
34,99,53,Medium,No,Medium,Near,0,75
27,63,64,High,No,Medium,Near,1,67
25,96,69,Medium,No,High,Moderate,0,71
21,75,83,High,No,High,Near,1,68
20,100,73,Medium,No,Medium,Near,1,71
11,93,94,High,No,Medium,Moderate,4,69
11,82,81,High,No,High,Moderate,2,67
16,99,83,Low,No,Medium,Near,0,69
23,63,76,High,No,Medium,Far,2,65
24,66,71,High,No,Medium,Near,1,66
10,94,74,High,No,Medium,Moderate,3,70
23,79,54,High,No,High,Moderate,1,67
11,100,54,Medium,No,Medium,Near,1,66
19,62,91,Medium,No,Medium,Near,1,63
25,87,52,Medium,No,Low,Near,1,68
18,72,84,Medium,No,Low,Near,2,64
14,90,57,High,Yes,Medium,Moderate,0,66
18,78,77,Low,No,Low,Near,2,66
20,98,89,Medium,No,High,Far,1,72
13,71,73,Low,No,Low,Moderate,1,61
19,92,65,Medium,No,Medium,Near,3,70
21,93,67,Medium,No,High,Near,1,73
16,62,90,Low,No,Medium,Far,2,62
10,67,92,High,No,Medium,Near,1,65
25,93,93,Low,No,Medium,Near,2,72
15,92,51,Medium,No,Medium,Near,1,69
19,75,64,Medium,No,Low,Near,2,64
13,66,66,Medium,No,Medium,Near,3,62
23,70,93,Medium,Yes,High,Moderate,0,67
24,92,57,High,No,Low,Near,3,71
21,61,90,Medium,No,Medium,Near,2,63
13,62,86,Medium,No,Low,Near,2,61
26,77,71,Low,No,Low,Moderate,1,66
28,77,54,High,No,Medium,Near,1,70
20,74,89,Medium,No,High,Moderate,1,66
26,87,98,Medium,No,Medium,Moderate,0,71
20,83,97,Medium,No,Low,Moderate,2,68
21,82,95,Medium,No,Medium,Near,3,68
14,100,91,Medium,No,Low,Near,0,69
24,71,90,High,No,Medium,Near,3,69
16,79,89,Medium,No,Medium,Near,0,65
17,78,64,Medium,No,High,Near,0,65
21,79,52,High,Yes,High,Near,1,66
26,88,74,Medium,No,High,Moderate,0,68
18,62,91,Low,No,High,Moderate,4,63
31,85,71,Medium,Yes,Medium,Moderate,0,69
24,89,99,High,No,Medium,Near,2,73
24,88,86,Low,No,Medium,Near,0,67
20,89,91,Low,No,Medium,Near,0,70
25,69,76,High,No,Medium,Near,1,68
30,85,83,Medium,No,Medium,Near,2,74
22,94,53,Low,No,Low,Near,1,68
17,99,67,Medium,No,Medium,Far,2,69
27,61,51,High,No,Low,Far,1,63
18,66,87,Medium,No,High,Moderate,1,64
22,68,92,Medium,No,High,Near,2,68
15,69,75,High,No,Low,Near,2,63
17,63,94,Medium,No,Medium,Moderate,0,61
23,96,99,Medium,No,Medium,Near,3,74
22,74,64,Medium,No,High,Near,3,68
12,90,93,Medium,No,Medium,Near,3,68
21,80,65,Medium,No,High,Moderate,2,68
14,77,51,High,No,High,Moderate,5,66
22,74,56,Medium,No,Low,Moderate,4,66
21,98,59,Medium,Yes,Medium,Near,3,70
7,70,51,Medium,No,Medium,Moderate,0,59
17,75,69,High,No,Low,Near,1,66
16,73,71,Medium,No,Low,Near,2,66
22,65,63,Low,No,Medium,Far,2,61
17,81,53,Medium,No,Low,Near,0,63
18,61,91,Medium,No,Low,Moderate,3,80
13,92,70,Medium,No,High,Near,4,68
18,71,62,Low,No,Medium,Near,3,66
29,100,100,Medium,Yes,Low,Near,0,72
20,70,84,Medium,No,Medium,Far,2,65
28,67,60,Medium,No,Medium,Moderate,0,65
16,72,87,Medium,No,Low,Near,2,63
29,83,55,Medium,No,Medium,Near,2,68
9,91,65,Medium,No,Medium,Moderate,0,65
18,94,79,High,No,Low,Near,2,70
20,83,77,High,Yes,Low,Near,0,67
25,94,96,High,Yes,High,Far,6,74
25,81,79,Medium,No,Medium,Near,1,68
16,86,62,Medium,No,Medium,Near,1,66
14,73,98,High,No,Medium,Moderate,2,65
20,73,89,High,Yes,Medium,Moderate,2,68
34,68,67,Medium,No,Medium,Moderate,0,67
19,91,99,Medium,No,Medium,Near,0,70
21,97,78,Low,No,Low,Near,0,69
22,80,92,Medium,No,High,Near,0,70
24,60,62,Low,No,Medium,Near,4,63
24,71,52,Medium,No,High,Far,2,66
28,78,73,High,No,Medium,Moderate,2,70
17,82,59,Medium,No,Medium,Near,3,68
22,63,97,Medium,No,High,Near,5,69
30,70,75,Low,No,Medium,Near,1,67
20,74,68,High,No,Medium,Far,3,68
18,79,95,High,No,Medium,Moderate,1,66
19,64,56,Medium,No,Medium,Far,2,63
19,99,69,Low,No,High,Moderate,0,68
16,81,54,Medium,No,High,Moderate,3,67
17,94,92,Medium,No,Medium,Near,2,68
20,83,75,Medium,No,Medium,Near,0,67
20,65,94,Low,No,Medium,Near,1,64
19,78,55,Medium,No,Medium,Near,0,65
22,75,66,High,No,High,Near,0,67
24,72,82,Medium,No,Medium,Far,2,67
19,95,85,Medium,No,Medium,Near,2,69
23,76,61,Medium,No,Medium,Near,3,68
19,72,52,High,No,Medium,Near,1,64
19,97,98,Low,No,Medium,Near,1,71
26,67,56,Medium,No,Medium,Near,1,66
15,94,64,Medium,No,High,Near,2,68
17,61,69,High,No,Medium,Far,1,64
16,86,94,High,No,Medium,Near,0,68
29,73,63,Low,No,Low,Far,1,65
16,83,63,High,No,Medium,Near,0,67
18,69,100,High,No,Medium,Near,3,67
16,77,74,Medium,No,High,Moderate,0,65
19,68,75,Medium,No,Low,Near,1,64
25,70,85,Medium,No,Medium,Near,1,66
23,65,67,High,No,Medium,Moderate,3,65
29,67,72,Low,No,High,Near,0,65
23,71,71,Low,No,Medium,Near,1,64
21,87,100,Medium,No,High,Near,1,70
11,100,58,High,No,High,Near,1,70
16,88,51,Medium,No,High,Near,0,68
20,95,77,Low,No,Low,Near,1,69
22,86,60,High,No,Medium,Near,0,70
18,83,65,Medium,No,High,Moderate,3,68
34,77,80,Medium,No,Low,Near,0,69
16,68,77,Medium,No,High,Moderate,1,66
18,66,86,Medium,No,High,Near,2,66
21,81,61,Low,No,Medium,Moderate,3,66
16,66,63,Medium,No,Low,Moderate,2,61
19,94,75,High,No,Low,Near,2,71
18,89,76,Medium,No,Low,Near,0,67
25,70,51,Medium,No,Medium,Near,1,65
16,93,52,High,No,Medium,Near,2,69
18,65,63,Medium,No,High,Far,1,63
13,93,62,Medium,No,High,Moderate,0,65
19,89,66,Medium,No,High,Near,1,69
19,80,54,High,No,Medium,Moderate,0,65
16,78,50,Low,No,Medium,Moderate,2,63
19,72,66,Medium,No,Low,Near,0,64
17,74,98,Medium,No,Low,Near,1,65
18,69,85,Medium,No,High,Moderate,2,66
20,61,52,Low,No,Medium,Near,2,60
9,61,77,High,No,Medium,Near,1,82
21,62,74,Medium,Yes,Low,Far,0,62
23,97,84,Medium,Yes,High,Far,1,71
22,61,80,High,No,Medium,Moderate,3,67
25,93,60,Medium,No,Medium,Moderate,1,70
17,69,54,Medium,No,Medium,Near,1,63
28,82,82,Medium,No,High,Near,1,71
31,95,99,Medium,No,Medium,Near,1,74
17,100,98,High,No,Medium,Near,0,72
25,96,69,Low,No,High,Near,3,74
18,98,80,High,No,High,Near,3,72
13,63,88,Low,No,Medium,Near,0,59
11,79,98,Medium,No,Medium,Near,2,65
22,71,58,High,No,Medium,Near,2,65
7,74,66,Medium,No,Medium,Near,1,61
33,61,96,Low,No,Low,Near,2,67
13,84,51,Medium,No,Medium,Near,0,64
11,65,62,Medium,No,Low,Far,2,60
18,78,54,High,Yes,Medium,Moderate,4,65
23,80,66,Medium,No,Low,Near,1,69
16,86,94,High,No,Medium,Moderate,2,69
12,89,63,Low,No,Medium,Near,4,67
27,89,99,Medium,No,Medium,Near,0,72
28,96,98,High,No,Low,Near,1,98
16,66,57,Medium,No,High,Moderate,3,64
19,84,63,Medium,No,Medium,Near,1,67
18,96,56,High,No,Medium,Near,2,69
23,94,55,High,Yes,Medium,Near,2,70
20,92,58,High,No,Medium,Near,2,70
21,97,71,Medium,No,Medium,Moderate,2,72
30,79,65,High,No,Medium,Near,1,70
14,62,63,Medium,No,High,Moderate,2,62
20,81,53,Medium,No,Low,Far,0,63
24,81,67,Low,No,Medium,Far,0,66
25,86,81,Medium,No,Medium,Near,1,69
16,90,100,Medium,No,High,Moderate,1,69
28,84,51,Medium,No,Medium,Near,3,71
8,84,80,High,No,High,Moderate,1,67
25,92,72,Low,No,High,Far,1,70
22,79,93,High,Yes,High,Near,0,68
22,67,58,High,No,High,Near,2,67
16,83,95,Medium,No,High,Near,2,69
9,70,82,High,No,Medium,Near,2,62
11,97,68,Medium,No,Medium,Moderate,0,64
13,71,99,Medium,No,Medium,Near,0,64
23,93,81,Medium,No,High,Near,2,71
9,95,97,Medium,No,Medium,Near,1,67
11,85,80,Medium,No,Low,Near,0,63
27,95,66,Medium,No,Medium,Near,3,72
20,78,64,Medium,No,High,Moderate,2,68
20,77,87,Medium,No,Medium,Near,0,66
19,67,93,Low,No,Medium,Near,0,66
16,91,94,Medium,No,High,Near,0,70
22,91,50,High,No,High,Moderate,2,72
18,72,71,Medium,No,Medium,Near,2,66
21,68,79,Medium,No,Medium,Moderate,1,66
10,98,65,Low,No,Medium,Near,1,66
24,68,95,High,No,Medium,Moderate,3,67
21,90,99,Medium,No,Medium,Moderate,2,71
26,62,69,Medium,No,Medium,Moderate,2,66
16,67,74,High,No,Medium,Moderate,1,66
17,83,70,High,No,Medium,Near,3,68
25,87,51,High,No,Low,Near,3,70
19,90,78,Medium,No,Medium,Moderate,1,67
19,67,77,Medium,No,High,Near,1,66
24,96,96,Medium,No,Medium,Near,2,72
25,71,96,High,No,Medium,Near,2,69
19,69,90,Low,No,Low,Near,0,62
14,65,63,High,No,Medium,Moderate,2,61
12,81,97,Medium,No,High,Near,1,66
12,67,77,Medium,No,High,Near,2,64
25,75,63,Medium,No,Medium,Near,3,68
18,80,77,Low,No,Low,Near,1,64
26,75,72,Low,No,Medium,Near,0,66
12,70,55,Low,No,Medium,Near,2,61
16,97,57,Medium,Yes,Medium,Near,0,68
16,70,79,Low,No,Medium,Near,0,64
32,97,73,High,No,Medium,Near,0,75
25,75,75,Medium,Yes,Low,Near,2,68
12,88,86,Medium,Yes,Medium,Moderate,3,68
15,68,95,Medium,No,Medium,Near,0,64
17,81,64,High,Yes,Medium,Far,0,65
20,69,99,Medium,Yes,Low,Moderate,1,64
21,60,80,High,Yes,Medium,Near,0,64
10,95,93,Medium,No,High,Moderate,0,69
29,66,66,High,No,High,Near,0,68
18,63,82,High,No,High,Near,1,64
18,72,93,Medium,No,Medium,Near,1,66
16,71,72,High,No,High,Moderate,1,65
24,75,75,Medium,No,High,Far,0,69
28,89,90,High,Yes,Low,Moderate,3,73
23,62,51,Medium,No,Medium,Near,5,65
8,86,50,Medium,No,High,Near,1,65
25,88,58,High,No,High,Near,0,70
28,64,83,High,No,Medium,Moderate,2,67
8,98,60,Low,No,Medium,Near,1,67
16,85,86,High,No,Low,Far,3,67
19,92,70,High,No,Medium,Near,2,71
25,60,67,Medium,No,High,Near,1,66
25,91,92,Medium,No,High,Near,3,72
17,67,84,Medium,No,Medium,Moderate,1,66
18,85,56,Low,No,Medium,Moderate,0,64
19,87,89,High,Yes,Medium,Moderate,0,68
20,99,80,Low,No,Medium,Near,0,71
31,96,93,Medium,No,Medium,Near,3,75
16,84,93,Medium,No,High,Moderate,0,69
4,60,55,Medium,No,Medium,Near,2,58
9,91,59,Medium,No,Medium,Moderate,0,64
25,72,87,Medium,No,Medium,Moderate,3,68
18,69,73,Medium,No,Low,Moderate,1,64
24,70,54,Medium,No,High,Moderate,1,64
20,96,90,High,No,Medium,Near,3,72
12,70,81,Medium,Yes,Medium,Far,1,59
12,84,88,Medium,No,High,Near,2,67
4,73,97,Low,No,Medium,Near,1,60
19,69,55,Medium,No,Medium,Near,1,63
11,70,95,High,No,High,Moderate,0,65
17,61,55,High,Yes,Medium,Near,1,62
20,90,65,Low,No,Medium,Moderate,4,68
25,72,92,Medium,Yes,Medium,Near,1,66
19,68,51,High,No,High,Moderate,1,64
19,69,72,Medium,No,High,Near,1,64
7,74,98,Low,No,High,Moderate,3,63
16,82,70,Low,No,Medium,Near,4,68
14,77,77,Medium,No,Medium,Near,1,64
26,68,62,Medium,No,Medium,Near,4,69
19,98,67,Low,No,High,Moderate,1,70
23,69,58,Medium,No,Medium,Near,0,65
22,64,66,Medium,No,High,Near,1,64
20,88,50,Medium,No,High,Moderate,2,67
13,82,60,Medium,No,High,Far,1,64
17,80,64,Low,No,Medium,Far,1,65
25,83,97,Medium,No,High,Near,0,69
27,61,79,Medium,No,Medium,Moderate,1,65
29,70,72,Medium,No,Low,Near,1,67
20,64,50,High,No,Low,Near,0,62
31,83,70,Low,No,High,Near,3,71
12,62,63,High,No,High,Near,0,61
17,95,62,High,No,Medium,Moderate,1,69
17,73,68,Low,Yes,Medium,Near,2,63
18,94,51,Medium,Yes,Medium,Moderate,0,67
26,67,71,Low,No,Medium,Near,2,65
14,65,72,Medium,No,High,Near,3,62
23,94,94,Medium,No,High,Near,2,73
7,88,71,High,No,High,Moderate,0,65
19,73,64,Medium,Yes,Medium,Near,4,66
16,75,53,High,No,Low,Near,0,64
32,87,55,Medium,No,High,Near,0,71
17,82,88,Medium,No,Low,Near,2,65
24,70,55,Medium,No,High,Moderate,4,68
17,60,50,Medium,No,High,Near,0,63
19,64,86,High,No,Low,Near,3,66
15,98,61,Medium,No,High,Moderate,4,70
24,63,90,Medium,No,Medium,Near,2,66
21,71,58,Medium,No,Medium,Near,3,65
15,83,83,Medium,No,Low,Near,1,66
33,63,59,High,No,High,Near,1,69
12,72,72,Medium,No,Low,Moderate,2,61
22,79,91,Medium,Yes,Medium,Moderate,0,66
22,79,97,Low,No,Low,Moderate,3,66
15,67,83,Low,No,Medium,Moderate,3,62
11,68,50,Low,No,High,Near,2,61
31,84,87,Medium,No,Medium,Far,2,71
23,93,93,Low,No,High,Near,1,72
15,77,85,Medium,No,Medium,Moderate,1,66
21,70,62,Medium,No,High,Near,2,66
20,94,59,High,No,Medium,Near,3,72
17,89,52,High,No,Medium,Far,0,67
21,61,81,High,No,High,Near,1,66
17,60,61,Low,No,Low,Near,1,61
17,99,62,Medium,No,Medium,Near,3,70
17,97,90,Low,No,High,Moderate,2,69
26,83,79,Medium,No,Medium,Moderate,1,69
15,76,79,High,No,High,Moderate,4,69
14,67,86,High,No,Medium,Moderate,0,64
23,76,66,Medium,No,Medium,Near,2,67
24,74,63,Low,No,Low,Moderate,1,65
21,69,85,Medium,No,Medium,Far,3,64
16,73,65,High,No,High,Moderate,1,66
11,91,61,Medium,No,Low,Far,1,65
18,90,71,High,No,High,Near,0,68
11,67,52,Medium,No,High,Moderate,3,63
18,79,77,Medium,No,Medium,Near,1,65
24,63,99,Medium,No,Low,Moderate,0,62
